Serial Number,List Year,Date Recorded,Town,Address,Assessed Value,Sale Amount,Sales Ratio,Property Type,Residential Type,Non Use Code,Assessor Remarks,OPM remarks,Location
170874,2017,8/15/2018,New Haven,129 AMITY RD,425250,800000.0,0.5315,,,,,,
180008,2018,10/2/2018,Coventry,162 LAKEVIEW DR,99700,42500.0,2.3458,Single Family,Single Family,14 - Foreclosure,,,
180895,2018,9/5/2019,Meriden,48 PROSPECT ST,89670,163137.0,0.5496,Single Family,Single Family,,,,
170440,2017,4/9/2018,Greenwich,80 MARY LANE,595350,825000.0,0.7216,Single Family,Single Family,,,,POINT (-73.57326 41.04906)
200616,2020,4/1/2021,Meriden,1175 HANOVER AVE,444710,850000.0,0.523188235,Apartments,,,,,
170389,2017,4/30/2018,Wallingford,19 CLEARVIEW DR,204800,250000.0,0.8192,Single Family,Single Family,,,,
170304,2017,5/18/2018,Cheshire,1 WOODRIDGE DR,76410,141000.0,0.5419,Condo,Condo,,,,
180458,2018,9/3/2019,Newington,58 MILLBROOK CT,74560,109900.0,0.6784,Condo,Condo,,,,
190000,2019,10/1/2019,Westport,86 BEACHSIDE AVENUE,9803000,10250000.0,0.9564,Single Family,Single Family,01 - Family,,,
190425,2019,5/20/2020,Shelton,32 BRIDGEPORT AVE,94360,135000.0,0.699,Two Family,Two Family,,,,
1600579,2016,9/25/2017,New Milford,67 MIST HILL DR,142940,144200.0,0.991262136,Single Family,Single Family,14 - Foreclosure,FORECLOSURE SALE,,
200187,2020,11/17/2020,West Hartford,12 HARTWELL ROAD,231350,430000.0,0.538,Residential,Single Family,07 - Change in Property,FLIPPER,,
191552,2019,8/27/2020,Waterbury,18 POPLAR ST,120960,225000.0,0.5376,,,,,,
190019,2019,12/31/2019,Bolton,103 NOTCH RD,127400,170000.0,0.7494,Single Family,Single Family,,,,
160204,2016,7/20/2017,Cromwell,19 GOODRICH AVENUE,139230,150000.0,0.9282,Single Family,Single Family,26 - Rehabilitation Deferred,,,
201060,2020,5/10/2021,Milford,161 LEXINGTON WAY NORTH,347510,649000.0,0.5354,Residential,Single Family,,,,
190506,2019,2/24/2020,Norwalk,71 AIKEN ST UNIT B/5,130550,181500.0,0.7193,Condo,Condo,,5-21-382-B/5,,POINT (-73.41854 41.13449)
18544,2018,4/15/2019,Hartford,544 PROSPECT AVE,69335,199900.0,0.3468,Single Family,Single Family,,,,
19113,2019,12/23/2019,Farmington,4 SALISBURY WAY,410350,530000.0,0.7742,Single Family,Single Family,,,,
210313,2021,7/6/2022,Bloomfield,9 STUART DRIVE,271110,595000.0,0.4556,Residential,Single Family,,,,POINT (-72.775551031 41.845197008)
201613,2020,8/19/2021,Milford,7 WILLOW ST,193200,443000.0,0.436117381,Residential,Single Family,07 - Change in Property,,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #200247,POINT (-73.05915 41.21087)
18849,2018,8/2/2019,Hartford,94 ENFIELD ST,51485,210000.0,0.2451,Three Family,Three Family,,,,
17616,2017,7/31/2018,Newington,49 HARVEST COURT,233760,432199.0,0.540861964,Condo,Condo,07 - Change in Property,,"NEW CONSTRUCTION - PER MLS SALE PRICE = $435,743",
180005,2018,10/4/2018,Bloomfield,79 ELLSWORTH DR,93100,159000.0,0.585534591,Single Family,Single Family,,,,
2000289,2020,11/4/2020,Stamford,24 ADAMS AVENUE GARAGE G-1,8520,155000.0,0.0549,Residential,Condo,25 - Other,MULTIPLE PARCEL SALE,,POINT (-73.5476 41.05654)
170096,2017,10/30/2017,Manchester,27 ASHLAND STREET,102500,160000.0,0.640625,Single Family,Single Family,10 - A Will,ADMINISTRATORS DEED,,
170209,2017,3/2/2018,Cheshire,1274 SUMMIT ROAD,182200,300000.0,0.6073,Single Family,Single Family,,,,
200298,2020,4/29/2021,Madison,15 MARKHAM PL,165200,604000.0,0.2735,Residential,Single Family,07 - Change in Property,new construction completed after 10/1/2020,,
200000329,2020,7/13/2021,Brookfield,15 RABBIT LN,153870,395900.0,0.388658752,Residential,Single Family,07 - Change in Property,FLIP,,POINT (-73.3957 41.47545)
20963,2020,9/28/2021,Watertown,84 TURNER AVE,68800,23333.0,2.948613552,Residential,Single Family,08 - Part Interest,,,POINT (-73.07638 41.59187)
180039,2018,10/19/2018,Branford,240 THIMBLE ISLANDS RD,342000,465000.0,0.735483871,Single Family,Single Family,,PARTIAL WATERVIEW,,POINT (-72.74978 41.26363)
170598,2017,6/4/2018,West Hartford,1166 FARMINGTON AVE,186060,263000.0,0.7074,Single Family,Single Family,,,,
2020248,2020,5/10/2021,Berlin,822 NORTON ROAD,181100,340000.0,0.532647059,Residential,Single Family,07 - Change in Property,,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #2020115,POINT (-72.76425 41.6139)
190621,2019,4/24/2020,New Haven,284 EASTERN ST,45990,59000.0,0.7795,Condo,Condo,25 - Other,BELOW MARKET,,POINT (-72.8736 41.3142)
18012,2018,1/30/2019,Bridgewater,14 SARAH SANFORD RD EAST,187400,175000.0,1.0708,Single Family,Single Family,25 - Other,Teardown,,POINT (-73.36413 41.52617)
200042,2020,12/15/2020,Preston,167 OLD JEWETT CITY RD,148300,322000.0,0.4605,Residential,Single Family,,,,POINT (-72.00629 41.54788)
210273,2021,11/17/2021,Norwalk,81 1/2 MURRAY ST,564160,856000.0,0.659,Residential,Single Family,,5-16-434-0,,POINT (-73.390933011 41.136959005)
190224,2019,8/12/2020,East Windsor,11 NAPOLEON DR,209810,349000.0,0.6012,Single Family,Single Family,,,,
180008,2018,10/17/2018,Brooklyn,159 WAUREGAN RD,118300,132000.0,0.8962,Single Family,Single Family,14 - Foreclosure,,,
170828,2017,7/31/2018,New Haven,170 KNEELAND RD,142450,265500.0,0.5365,Single Family,Single Family,,,,
210221,2021,3/18/2022,Stonington,59 SUNRISE AVE,169000,455000.0,0.3714,Residential,Single Family,,,,POINT (-71.840824993 41.340323003)
160351,2016,5/2/2017,Norwich,50 MOHEGAN RD,242900,275000.0,0.883272727,Single Family,Single Family,,,,
190370,2019,3/12/2020,Greenwich,DOVERTON DRIVE,978810,5200000.0,0.1882,,,25 - Other,Multiple Forest parcels,,
210631,2021,5/26/2022,Norwich,321 WASHINGTON ST,97900,250000.0,0.3916,Residential,Single Family,,,,POINT (-72.086422971 41.54326602)
160885,2016,8/17/2017,Greenwich,32 ALMIRA DR,396060,315000.0,1.257333333,Single Family,Single Family,08 - Part Interest,,,POINT (-73.65282 41.02139)
190166,2019,2/13/2020,Southbury,479 PETER RD,170560,173367.0,0.9838,Single Family,Single Family,14 - Foreclosure,,,
200125,2020,2/3/2021,Cromwell,166 WOODLAND DRIVE,65380,107000.0,0.611,Residential,Condo,,,,POINT (-72.67712 41.61426)
190219,2019,2/21/2020,Killingly,261 SOUTH SHORE RD,33390,55000.0,0.6071,Single Family,Single Family,,,,
160082,2016,7/13/2017,Easton,200 REDDING RD,769720,1075000.0,0.716018605,Single Family,Single Family,,,,
200042,2020,10/21/2020,East Lyme,2 FRANCIS LANE,533330,725000.0,0.7356,Vacant Land,,,,,
160916,2016,7/27/2017,Stratford,100 HOLMES ST,137830,213000.0,0.647089202,Single Family,Single Family,,,,
190193,2019,12/30/2019,Wallingford,93 EAST MAIN ST,108900,90000.0,1.21,Single Family,Single Family,26 - Rehabilitation Deferred,,,
19000343,2019,7/10/2020,Cheshire,904 SUMMIT RD,190510,310000.0,0.6145,Single Family,Single Family,,,,
19015,2019,2/11/2020,Eastford,19 CENTER PIKE,302020,331776.0,0.9103,Single Family,Single Family,07 - Change in Property,,,
202331,2020,8/19/2021,Waterbury,579 SOUTH LEONARD ST,327210,325000.0,1.0068,Commercial,,25 - Other,ENTERPRISE ZONE,,
1801478,2018,8/5/2019,Stamford,273 JONATHAN DRIVE,1088440,1350000.0,0.8062,Single Family,Single Family,,,,POINT (-73.60772 41.14671)
17005,2017,10/2/2017,West Haven,96 JONES HILL RD #B3,116900,163000.0,0.717177914,Condo,Condo,,,,
190541,2019,1/14/2020,Bridgeport,203 CLOVERHILL AVE,144690,244000.0,0.593,Single Family,Single Family,,,,
180138,2018,12/14/2018,Groton,35 NORTH ST,70210,59605.0,1.177921315,Single Family,Single Family,14 - Foreclosure,,,
1800389,2018,6/18/2019,New Milford,9 MAPLEWOOD DR,200760,250000.0,0.80304,Single Family,Single Family,14 - Foreclosure,FORECLOSURE SALE,,POINT (-73.37937 41.5659)
180098,2018,2/20/2019,Cromwell,53 FAWN RUN,248640,444900.0,0.558867161,Single Family,Single Family,07 - Change in Property,NEW CONSTRUCTION,,
2100245,2021,6/13/2022,Madison,50 CEDAR CROFT DR,206900,400000.0,0.5172,Residential,Single Family,07 - Change in Property,improved after 10-1-2021,,POINT (-72.630876029 41.335652983)
160020,2016,2/13/2017,Warren,234 CORNWALL RD,245070,184000.0,1.331902174,Single Family,Single Family,25 - Other,selling price is low for current market,,
171159,2017,5/7/2018,Milford,163 WEST TOWN ST,264770,432500.0,0.6121,Single Family,Single Family,07 - Change in Property,UC FOR 10/1/2017,,
190107,2019,11/15/2019,Hamden,125 PEARL AVE,84350,145000.0,0.5817,Single Family,Single Family,,,,
180058,2018,10/24/2018,West Hartford,19 BRAMLEY ROAD,161630,277000.0,0.5835,Single Family,Single Family,,,,
18818,2018,9/13/2019,East Hartford,111 NAOMI DR,116030,224900.0,0.5159,Single Family,Single Family,,,,
210706,2021,5/24/2022,Fairfield,45 VESPER STREET,296870,785000.0,0.3781,Residential,Single Family,07 - Change in Property,PERMIT WORK,,POINT (-73.232849965 41.179644934)
170302,2017,12/22/2017,Norwalk,79 MURRAY ST,299050,375000.0,0.7974,Single Family,Single Family,,5-16-47-0,,POINT (-73.39206 41.13707)
180272,2018,1/11/2019,West Hartford,1892 BOULEVARD,191030,117500.0,1.6257,Single Family,Single Family,14 - Foreclosure,SOLD PARTIAL INTEREST,,
170595,2017,8/2/2018,Branford,73 SEAVIEW AVE,386800,525000.0,0.7367,Single Family,Single Family,,,,
160060,2016,6/30/2017,Bolton,20 NOTCH RD,143200,139999.0,1.022864449,Single Family,Single Family,25 - Other,CONDITION,,
160298,2016,1/27/2017,Bristol,26 FELICE RD,141330,157000.0,0.900191083,Single Family,Single Family,,,,
200272,2020,4/7/2021,Madison,234 GREEN HILL RD,367400,727000.0,0.5053,Residential,Single Family,,,,POINT (-72.6254 41.29506)
170002,2017,11/2/2017,Hampton,363 MAIN ST,112020,110125.0,1.017207719,Single Family,Single Family,14 - Foreclosure,,,
170026,2017,10/6/2017,Trumbull,267 MAYFIELD DR,187320,282000.0,0.664255319,Condo,Condo,,,,
200311,2020,6/1/2021,Avon,28 SYCAMORE LANE,107390,208000.0,0.5162,Residential,Condo,,,,
160325,2016,5/4/2017,Glastonbury,"161, 175, 177, 179 PENWOOD XIN",597800,610000.0,0.98,,,25 - Other,4 LOTS SOLD BACK TO PREVIOUS OWNER,,
180404,2018,7/26/2019,Newington,42 CORNISH DR,176660,249900.0,0.7069,Single Family,Single Family,,,,POINT (-72.7322 41.67303)
200027,2020,2/2/2021,Lyme,86-3 JOSHUATOWN RD,867600,1650000.0,0.5258,Residential,Single Family,,,,POINT (-72.36072 41.38986)
1900033,2019,10/28/2019,East Haven,16 PEQUOT ST,175340,198000.0,0.8856,Single Family,Single Family,,,,
210804,2021,3/31/2022,Danbury,23 SCUPPO RD 1-12,91400,175000.0,0.5222,Residential,Condo,,F14067-1-12,,POINT (-73.483795027 41.391915)
160835,2016,7/3/2017,Stratford,68 OLD TOWN DR,163870,257500.0,0.63638835,Single Family,Single Family,,,,
210171,2021,5/13/2022,Derby,89 HAWTHORNE AVE,115920,227750.0,0.5089,Residential,Single Family,,,,POINT (-73.094463001 41.326153018)
210775,2021,3/23/2022,Danbury,36 BEAR MOUNTAIN RD,155600,296000.0,0.5256,Residential,Single Family,,H04066,,POINT (-73.46487397 41.448696987)
1900612,2019,9/29/2020,West Haven,517 THIRD AVE,124180,240000.0,0.5174,Single Family,Single Family,,,,
170607,2017,8/30/2018,Branford,13 WILDWOOD DR,162700,299900.0,0.5425,Single Family,Single Family,,,,
210727,2021,5/31/2022,Fairfield,G-9-76 SOUTHPORT WOODS DRIVE,10640,35000.0,0.304,Vacant Land,,,1 CAR DETACHED GARAGE,,POINT (-73.289536961 41.140592015)
200427,2020,1/19/2021,Bristol,215 CORBIN RIDGE,198940,399900.0,0.4974,Residential,Single Family,,,,
200886,2020,9/3/2021,Enfield,5 HIGHLAND PK,105840,205000.0,0.5162,Residential,Single Family,,,,
200048,2020,12/21/2020,Thomaston,77 LEIGH AVE,83860,153000.0,0.5481,Residential,Single Family,,,,
201367,2020,9/14/2021,West Hartford,24-26 ELMHURST CIRCLE,128030,310000.0,0.413,Residential,Two Family,,,,
1800104,2018,9/23/2019,Sterling,462 MAIN ST,119290,225000.0,0.5301,Single Family,Single Family,,CAPE BUILT 1986 ON 2.08 ACRES,,
16410,2016,9/29/2017,Darien,67 DUBOIS STREET,569100,492500.0,1.155532995,Single Family,Single Family,08 - Part Interest,,,
20069,2020,12/21/2020,Burlington,204 STAFFORD ROAD,148260,265000.0,0.5594,Residential,Single Family,,,,POINT (-72.91358 41.72269)
2020273,2020,6/2/2021,Berlin,100 SILVER ISLAND WAY,193700,345000.0,0.5614,Residential,Condo,,,,POINT (-72.77225 41.57757)
210392,2021,8/12/2022,Avon,23 BYRON DRIVE,137640,361000.0,0.381274238,Residential,Condo,,,,POINT (-72.878553976 41.77385599)
16284,2016,5/25/2017,Ridgefield,32 COOPER HILL RD,354970,425000.0,0.835223529,Single Family,Single Family,25 - Other,SALE TO ABUTTER,,
210469,2021,1/4/2022,Danbury,43 WOODSIDE AV,145400,349000.0,0.4166,Residential,Single Family,,K13211,,POINT (-73.425141989 41.399336002)
160755,2016,4/27/2017,Waterbury,350 BRISTOL ST #B1,82830,81000.0,1.022592593,Condo,Condo,14 - Foreclosure,,,
210858,2021,3/8/2022,West Haven,151 COLLIS ST,182280,318000.0,0.5732,Residential,Single Family,,,,POINT (-72.961569015 41.277384004)
160774,2016,9/27/2017,Wallingford,6 COVENTRY CT,301900,474000.0,0.636919831,Single Family,Single Family,,,,
2000387,2020,11/17/2020,Stamford,322 THORNRIDGE DRIVE,416470,735000.0,0.5666,Residential,Single Family,,,,
180530,2018,9/9/2019,Southbury,THREE POMPERAUG OFFICE PARK U#,56770,65000.0,0.8733,,,,,,
170083,2017,1/16/2018,Clinton,1 LAKE CIR,150300,255000.0,0.589411765,Single Family,Single Family,14 - Foreclosure,,,
190445,2019,2/12/2020,New Haven,32 TYLER ST,78400,170000.0,0.4612,Two Family,Two Family,,,,
1700045,2017,11/15/2017,Brookfield,29 STATION RD,250,8000.0,0.03125,,,12 - Non Buildable Lot,STRIP OF LAND,,
210226,2021,11/2/2021,Bridgeport,118 WADE ST,221640,415000.0,0.534072289,Residential,Single Family,,,,POINT (-73.211276975 41.18530599)
190001,2019,10/1/2019,New Britain,86 VARMOR DR,124600,219900.0,0.5666,Single Family,Single Family,14 - Foreclosure,,,POINT (-72.78018 41.70911)
200127,2020,12/2/2020,Guilford,20 LONG HILL FARM,210230,418000.0,0.5029,Residential,Single Family,,,,POINT (-72.70748 41.31148)
2002563,2020,9/10/2021,Stamford,697 COVE ROAD #1-C,110430,200000.0,0.5521,Residential,Condo,,,,POINT (-73.51257 41.04892)
200378,2020,4/16/2021,South Windsor,55 HIGHVIEW RD,154800,225000.0,0.688,Residential,Single Family,,,,POINT (-72.51461 41.82349)
170514,2017,4/30/2018,Fairfield,56 EASTLAWN STREET,373940,690000.0,0.5419,Single Family,Single Family,,,,
210509,2021,9/16/2022,New London,5 RAY ST,34090,70000.0,0.487,Vacant Land,,,,,POINT (-72.106290113 41.333082673)
191085,2019,8/11/2020,Norwalk,50 SUNRISE HILL RD UNIT B/13,241770,360000.0,0.6716,Condo,Condo,,5-21-64-B/13,,
160099,2016,1/3/2017,Madison,16 YANKEE PEDDLER PATH,281500,165000.0,1.706060606,Condo,Condo,25 - Other,SOLD AS IS-NEEDED WORK,,
200363,2020,5/24/2021,Simsbury,11 MICHAEL ROAD,213610,390000.0,0.5477,Residential,Single Family,,,,
210396,2021,11/22/2021,Waterbury,24 OLENA  AVE,65890,90000.0,0.732111111,Residential,Single Family,25 - Other,PRIVATE SALE,,POINT (-73.029098992 41.587974001)
200259,2020,6/21/2021,Suffield,11 PEBBLESTONE CIR,91350,160000.0,0.5709,Residential,Condo,,,,POINT (-72.6124 41.99086)
190793,2019,2/27/2020,Bridgeport,476 RUTH ST,113840,213500.0,0.5332,Single Family,Single Family,,,,
180593,2018,6/28/2019,Shelton,25 N HEMLOCK,195300,291000.0,0.6711,Single Family,Single Family,,,,
18551,2018,4/17/2019,Hartford,33 AMITY ST,58835,215000.0,0.2736,Three Family,Three Family,,,,
202579,2020,9/22/2021,Waterbury,79 WOODSIDE AVE,79580,260000.0,0.306,Residential,Single Family,,,,POINT (-73.06089 41.5633)
210349,2021,12/8/2021,Danbury,24 BRENTWOOD CI,18200,525400.0,0.0346,Residential,Condo,07 - Change in Property,NEW CONSTRUCTION / B16001-161,,POINT (-73.524807758 41.38430987)
190115,2019,12/30/2019,Newington,32 GOLF ST,210090,330000.0,0.6366,Single Family,Single Family,,,,
210068,2021,11/8/2021,Westport,53 WEST PARISH ROAD,557100,975000.0,0.5713,Residential,Single Family,,,,POINT (-73.330791012 41.13301402)
160240,2016,6/2/2017,Avon,151 DEERCLIFF ROAD,378160,480000.0,0.787833333,Single Family,Single Family,,,,
210154,2021,7/5/2022,North Branford,409 SEA HILL RD,383500,650000.0,0.59,Residential,Single Family,,,,POINT (-72.748736987 41.354713012)
161044,2016,5/1/2017,Stamford,61 WEST TRAIL,569370,380704.0,1.495571363,Single Family,Single Family,08 - Part Interest,PARTIAL INTEREST SALE,,
200191,2020,5/5/2021,Colchester,127 PINE BROOK RD,198300,351000.0,0.5649,Residential,Single Family,,,,
212148,2021,8/30/2022,Bridgeport,47 BIRDSEY ST,141029,255000.0,0.553,Residential,Single Family,,,,POINT (-73.164771997 41.196205021)
200088,2020,6/2/2021,Harwinton,12 HANNAH WAY,222520,305000.0,0.7295,Residential,Single Family,,,,
160326,2016,2/8/2017,Greenwich,99-103 MILL STREET,764190,525000.0,1.4556,,,08 - Part Interest,,,POINT (-73.65818 41.00395)
180721,2018,9/23/2019,Glastonbury,33 WILLIEB ST,129900,235000.0,0.5527,Condo,Condo,,,,POINT (-72.59994 41.70277)
2101624,2021,6/1/2022,Stamford,12 NURNEY STREET,265070,117500.0,2.2559,Residential,Two Family,08 - Part Interest,25% INTEREST SOLD,,POINT (-73.558420033 41.049233)
2000311,2020,11/5/2020,Stamford,49 FOXWOOD ROAD,451410,670000.0,0.6737,Residential,Single Family,,,,
210194,2021,1/24/2022,Newington,39 CORTLAND WAY,136180,240000.0,0.5674,Residential,Condo,,,,POINT (-72.715097979 41.658854015)
200335,2020,2/9/2021,Enfield,688 ENFIELD ST,133970,250000.0,0.5358,Residential,Two Family,,,,POINT (-72.59252 42.00462)
180039,2018,9/17/2019,Cornwall,BARN RD,9000,30000.0,0.3,,,25 - Other,LEASE OF 2 AC,,
190097,2019,12/20/2019,Bethel,17 BENSON ROAD,125930,90000.0,1.3992,Single Family,Single Family,25 - Other,ESTATE SALE - NEIGHBOR BOUGHT IT,,
19213,2019,6/1/2020,Darien,30 ANTHONY LANE,382230,325000.0,1.1761,,,07 - Change in Property,house demo'd,,POINT (-73.507 41.0628)
180082,2018,11/2/2018,Enfield,5 ELM MEADOWS,106780,168500.0,0.6337,Condo,Condo,,,,
200018,2020,10/8/2020,Windsor,970 POQUONOCK AVE,129010,222000.0,0.5811,Residential,Single Family,,,,POINT (-72.66655 41.8804)
1900403,2019,7/23/2020,West Haven,96 BENHAM HILL RD,184240,300000.0,0.6141,Single Family,Single Family,,,,
170097,2017,11/1/2017,Fairfield,141 SUNSET AVENUE,275940,275000.0,1.003418182,Single Family,Single Family,25 - Other,ESTATE SALE,,
170127,2017,10/23/2017,Bridgeport,231 BALMFORTH,354620,555000.0,0.638954955,Single Family,Single Family,,,,
21138,2021,1/4/2022,Watertown,250 LITCHFIELD RD,243400,240000.0,1.014166667,Residential,Single Family,14 - Foreclosure,,,POINT (-73.126765011 41.614770988)
21023,2021,10/12/2021,Southbury,362 B HERITAGE VILLAGE,51600,215000.0,0.24,Residential,Condo,07 - Change in Property,,RECENTLY RENOVATED PER MLS,POINT (-73.23197399 41.476137997)
170943,2017,8/6/2018,Stratford,TAVERN ROCK ROAD PARCEL,200000,200000.0,1.0,,,28 - Use Assessment,USED FOR OPEN SPACE CONSERVATION EASEMENT,,
170191,2017,12/6/2017,Fairfield,130 HUNTER ROAD,468650,705000.0,0.664751773,Single Family,Single Family,,,,
20000181,2020,1/4/2021,Wethersfield,347 BRIMFIELD RD,153220,275000.0,0.5571,Residential,Single Family,,,,
170216,2017,7/30/2018,Windsor Locks,11 JACKSON STREET,102400,165000.0,0.6206,Single Family,Single Family,02 - Love and Affection,,,
160783,2016,5/3/2017,Waterbury,202 WARREN ST,66260,104700.0,0.632855778,Single Family,Single Family,,,,
160947,2016,4/4/2017,Bridgeport,668 CENTRAL AVE,133080,131000.0,1.015877863,Two Family,Two Family,14 - Foreclosure,,,
210010,2021,11/4/2021,Woodbridge,22 OX BOW LN,257390,365000.0,0.7051,Residential,Single Family,,,,POINT (-73.011298009 41.362466985)
20137,2020,10/21/2020,Southbury,59 C HERITAGE VILLAGE,56670,146000.0,0.3881,Residential,Condo,,,,POINT (-73.22515 41.48982)
20499,2020,7/19/2021,Darien,41 WAKEMORE ST,437150,760000.0,0.5751,Residential,Single Family,,,,
190119,2019,12/3/2019,Groton,76-8 BUDDINGTON RD,42630,102900.0,0.4143,Condo,Condo,,,,
180533,2018,4/30/2019,Fairfield,618 TOWNE HOUSE ROAD,534310,450000.0,1.1873,Single Family,Single Family,25 - Other,SHORT SALE,,
170080,2017,10/27/2017,Meriden,33 GALOPPI RD,88270,82500.0,1.069939394,Single Family,Single Family,14 - Foreclosure,,,
180080,2018,12/14/2018,Guilford,56 MOHAWK TR,78580,130000.0,0.6044,Condo,Condo,,,,
190088,2019,1/22/2020,Windham,57 DAVIS ST,109970,121000.0,0.9088,Single Family,Single Family,07 - Change in Property,,,
1900036,2019,8/6/2020,Hampton,223 MAIN ST,184500,150000.0,1.23,Single Family,Single Family,07 - Change in Property,,,
170216,2017,6/27/2018,Ansonia,1 DOREL TERR,174400,283000.0,0.6162,Single Family,Single Family,,,,POINT (-73.07174 41.32983)
180022,2018,10/15/2018,Newington,201 MAPLE HILL AVE,150710,203000.0,0.7424,Single Family,Single Family,,,,
173111,2017,7/16/2018,Shelton,6 COLD SPRING CIRCLE,224140,395000.0,0.5674,Single Family,Single Family,,,,
190899,2019,7/21/2020,Fairfield,26 PICKWICK STREET,186200,325000.0,0.5729,Single Family,Single Family,,,,POINT (-73.22421 41.17787)
210151,2021,11/24/2021,Southington,111 NORTH SUMMIT ST,183650,190000.0,0.9665,Residential,Single Family,25 - Other,RATIO,,POINT (-72.892437006 41.60200602)
160954,2016,7/26/2017,Hamden,125 NORTH ST,109900,63750.0,1.723921569,Two Family,Two Family,08 - Part Interest,PARTIAL INTEREST,,
170652,2017,5/18/2018,Stratford,21 SUNNYBANK AVE,159810,225000.0,0.710266667,Single Family,Single Family,25 - Other,,ESTATE SALE,
180021,2018,2/19/2019,Goshen,52 WELLSFORD DRIVE,188720,259000.0,0.7286,Single Family,Single Family,,,,
191204,2019,8/31/2020,Norwalk,10 LUBRANO PL,200450,310000.0,0.6466,Two Family,Two Family,,2-65-46-0,,
